Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases
11/25/2020,ID-JA,Jambi,45,0,45,0,1735,37,1227,471
11/25/2020,ID-JB,Jawa Barat,815,13,784,18,53791,959,41425,11407
11/25/2020,ID-JT,Jawa Tengah,998,9,309,680,52793,2475,38842,11476
11/25/2020,ID-JI,Jawa Timur,378,35,284,59,59956,4783,55693,-520
11/25/2020,ID-KB,Kalimantan Barat,24,0,53,-29,2312,22,1786,504
11/25/2020,ID-KS,Kalimantan Selatan,64,1,29,34,12998,517,11658,823
11/25/2020,ID-KT,Kalimantan Tengah,58,0,40,18,5554,183,4477,894
11/25/2020,ID-KI,Kalimantan Timur,189,1,332,-144,18691,565,15887,2239
11/25/2020,ID-KU,Kalimantan Utara,48,0,1,47,1283,15,909,359
11/25/2020,ID-BB,Kepulauan Bangka Belitung,19,0,12,7,928,12,783,133
11/25/2020,ID-KR,Kepulauan Riau,28,7,388,-367,5287,128,3893,1266
11/25/2020,ID-LA,Lampung,84,9,50,25,3238,145,1790,1303
11/25/2020,ID-MA,Maluku,53,0,52,1,4324,60,3747,517
11/25/2020,ID-MU,Maluku Utara,3,0,0,3,2355,81,1973,301
11/25/2020,ID-NB,Nusa Tenggara Barat,10,2,32,-24,4560,238,3664,658
11/25/2020,ID-NT,Nusa Tenggara Timur,42,1,9,32,1002,18,687,297
11/25/2020,ID-PA,Papua,39,0,0,39,9898,144,5030,4724
11/25/2020,ID-PB,Papua Barat,79,0,24,55,5155,82,4462,611
11/25/2020,ID-RI,Riau,236,5,180,51,19129,424,16562,2143
11/25/2020,ID-SR,Sulawesi Barat,2,0,216,-214,1379,20,1225,134
11/25/2020,ID-SN,Sulawesi Selatan,37,2,34,1,20122,487,18091,1544
11/25/2020,ID-ST,Sulawesi Tengah,55,4,12,39,1687,66,981,640
11/25/2020,ID-SG,Sulawesi Tenggara,52,1,0,51,6219,97,4488,1634
11/25/2020,ID-SA,Sulawesi Utara,79,0,28,51,6550,236,5190,1124
11/25/2020,ID-SB,Sumatera Barat,260,6,332,-78,18944,392,16806,1746
11/25/2020,ID-SS,Sumatera Selatan,59,0,48,11,9219,491,7436,1292
11/25/2020,ID-SU,Sumatera Utara,84,3,81,0,15153,600,12510,2043
11/26/2020,ID-AC,Aceh,24,5,27,-8,8223,329,6522,1372
11/26/2020,ID-BA,Bali,111,4,59,48,13500,419,12425,656
11/26/2020,ID-BT,Banten,145,4,107,34,12203,363,10580,1260
11/26/2020,ID-BE,Bengkulu,30,1,23,6,1665,73,1310,282
11/26/2020,ID-JK,DKI Jakarta,1064,14,1133,-83,131525,2592,120131,8802
11/26/2020,ID-YO,Daerah Istimewa Yogyakarta,103,1,61,41,5556,137,4198,1221
11/26/2020,ID-GO,Gorontalo,8,0,0,8,3073,88,2961,24
11/26/2020,IDN,Indonesia,4917,127,3842,948,516753,16352,433649,66752
11/26/2020,ID-JA,Jambi,39,0,4,35,1774,37,1231,506
11/26/2020,ID-JB,Jawa Barat,828,10,943,-125,54619,969,42368,11282
11/26/2020,ID-JT,Jawa Tengah,545,35,260,250,53338,2510,39102,11726
11/26/2020,ID-JI,Jawa Timur,361,34,283,44,60317,4817,55976,-476
11/26/2020,ID-KB,Kalimantan Barat,10,0,38,-28,2322,22,1824,476
11/26/2020,ID-KS,Kalimantan Selatan,49,3,16,30,13047,520,11674,853
11/26/2020,ID-KT,Kalimantan Tengah,49,3,49,-3,5603,186,4526,891
11/26/2020,ID-KI,Kalimantan Timur,221,9,124,88,18912,574,16011,2327
11/26/2020,ID-KU,Kalimantan Utara,37,1,12,24,1320,16,921,383
11/26/2020,ID-BB,Kepulauan Bangka Belitung,17,0,2,15,945,12,785,148
11/26/2020,ID-KR,Kepulauan Riau,18,2,109,-93,5305,130,4002,1173
11/26/2020,ID-LA,Lampung,102,9,30,63,3340,154,1820,1366
11/26/2020,ID-MA,Maluku,104,0,7,97,4428,60,3754,614
11/26/2020,ID-MU,Maluku Utara,1,0,0,1,2356,81,1973,302
11/26/2020,ID-NB,Nusa Tenggara Barat,17,0,21,-4,4577,238,3685,654
11/26/2020,ID-NT,Nusa Tenggara Timur,75,0,2,73,1077,18,689,370
11/26/2020,ID-PA,Papua,36,0,0,36,9934,144,5030,4760
11/26/2020,ID-PB,Papua Barat,49,0,38,11,5204,82,4500,622
11/26/2020,ID-RI,Riau,206,4,200,2,19335,428,16762,2145
11/26/2020,ID-SR,Sulawesi Barat,25,1,15,9,1404,21,1240,143
11/26/2020,ID-SN,Sulawesi Selatan,77,0,45,32,20199,487,18136,1576
11/26/2020,ID-ST,Sulawesi Tengah,13,2,35,-24,1700,68,1016,616
11/26/2020,ID-SG,Sulawesi Tenggara,46,0,109,-63,6265,97,4597,1571
11/26/2020,ID-SA,Sulawesi Utara,44,2,20,22,6594,238,5210,1146
11/26/2020,ID-SB,Sumatera Barat,307,5,147,155,19251,397,16953,1901
11/26/2020,ID-SS,Sumatera Selatan,81,3,36,42,9300,494,7472,1334
11/26/2020,ID-SU,Sumatera Utara,82,0,74,8,15235,600,12584,2051
11/27/2020,ID-AC,Aceh,21,1,4,16,8244,330,6526,1388
11/27/2020,ID-BA,Bali,82,4,52,26,13582,423,12477,682
11/27/2020,ID-BT,Banten,191,6,113,72,12394,369,10693,1332
11/27/2020,ID-BE,Bengkulu,42,1,25,16,1707,74,1335,298
11/27/2020,ID-JK,DKI Jakarta,1436,15,838,583,132961,2607,120969,9385
11/27/2020,ID-YO,Daerah Istimewa Yogyakarta,89,3,30,56,5645,140,4228,1277
11/27/2020,ID-GO,Gorontalo,0,0,0,0,3073,88,2961,24
11/27/2020,IDN,Indonesia,5828,169,3807,1852,522581,16521,437456,68604
11/27/2020,ID-JA,Jambi,46,1,39,6,1820,38,1270,512
11/27/2020,ID-JB,Jawa Barat,758,7,759,-8,55377,976,43127,11274
11/27/2020,ID-JT,Jawa Tengah,872,49,368,455,54210,2559,39470,12181
11/27/2020,ID-JI,Jawa Timur,375,43,338,-6,60692,4860,56314,-482
11/27/2020,ID-KB,Kalimantan Barat,29,0,63,-34,2351,22,1887,442
11/27/2020,ID-KS,Kalimantan Selatan,44,2,39,3,13091,522,11713,856
11/27/2020,ID-KT,Kalimantan Tengah,86,4,57,25,5689,190,4583,916
11/27/2020,ID-KI,Kalimantan Timur,165,7,183,-25,19077,581,16194,2302
11/27/2020,ID-KU,Kalimantan Utara,57,1,10,46,1377,17,931,429
11/27/2020,ID-BB,Kepulauan Bangka Belitung,20,0,11,9,965,12,796,157
11/27/2020,ID-KR,Kepulauan Riau,46,3,32,11,5351,133,4034,1184
11/27/2020,ID-LA,Lampung,157,10,84,63,3497,164,1904,1429
11/27/2020,ID-MA,Maluku,0,0,2,-2,4428,60,3756,612
11/27/2020,ID-MU,Maluku Utara,6,0,0,6,2362,81,1973,308
11/27/2020,ID-NB,Nusa Tenggara Barat,38,1,13,24,4615,239,3698,678
11/27/2020,ID-NT,Nusa Tenggara Timur,33,0,0,33,1110,18,689,403
11/27/2020,ID-PA,Papua,39,0,0,39,9973,144,5030,4799
11/27/2020,ID-PB,Papua Barat,14,0,16,-2,5218,82,4516,620
11/27/2020,ID-RI,Riau,261,8,198,55,19596,436,16960,2200
11/27/2020,ID-SR,Sulawesi Barat,22,0,4,18,1426,21,1244,161
11/27/2020,ID-SN,Sulawesi Selatan,141,1,67,73,20340,488,18203,1649
11/27/2020,ID-ST,Sulawesi Tengah,39,2,35,2,1739,70,1051,618
11/27/2020,ID-SG,Sulawesi Tenggara,102,5,128,-31,6367,102,4725,1540
11/27/2020,ID-SA,Sulawesi Utara,152,0,38,114,6746,238,5248,1260
11/27/2020,ID-SB,Sumatera Barat,239,3,250,-14,19490,400,17203,1887
11/27/2020,ID-SS,Sumatera Selatan,49,3,46,0,9349,497,7518,1334
11/27/2020,ID-SU,Sumatera Utara,92,4,87,1,15327,604,12671,2052
11/28/2020,ID-AC,Aceh,11,1,0,10,8255,331,6526,1398
11/28/2020,ID-BA,Bali,99,1,90,8,13681,424,12567,690
11/28/2020,ID-BT,Banten,234,2,89,143,12628,371,10782,1475
11/28/2020,ID-BE,Bengkulu,43,3,30,10,1750,77,1365,308
11/28/2020,ID-JK,DKI Jakarta,1370,15,1232,123,134331,2622,122201,9508
11/28/2020,ID-YO,Daerah Istimewa Yogyakarta,138,4,53,81,5783,144,4281,1358
11/28/2020,ID-GO,Gorontalo,18,1,7,10,3091,89,2968,34
11/28/2020,IDN,Indonesia,5418,125,4527,766,527999,16646,441983,69370
11/28/2020,ID-JA,Jambi,47,0,5,42,1867,38,1275,554
11/28/2020,ID-JB,Jawa Barat,510,7,1012,-509,55887,983,44139,10765
11/28/2020,ID-JT,Jawa Tengah,1007,20,450,537,55217,2579,39920,12718
11/28/2020,ID-JI,Jawa Timur,442,32,394,16,61134,4892,56708,-466
11/28/2020,ID-KB,Kalimantan Barat,27,0,36,-9,2378,22,1923,433
11/28/2020,ID-KS,Kalimantan Selatan,56,1,18,37,13147,523,11731,893
11/28/2020,ID-KT,Kalimantan Tengah,86,2,46,38,5775,192,4629,954
11/28/2020,ID-KI,Kalimantan Timur,220,4,166,50,19297,585,16360,2352
11/28/2020,ID-KU,Kalimantan Utara,33,0,6,27,1410,17,937,456
11/28/2020,ID-BB,Kepulauan Bangka Belitung,18,1,23,-6,983,13,819,151
11/28/2020,ID-KR,Kepulauan Riau,26,0,54,-28,5377,133,4088,1156
11/28/2020,ID-LA,Lampung,125,6,71,48,3622,170,1975,1477
11/28/2020,ID-MA,Maluku,41,1,15,25,4469,61,3771,637
11/28/2020,ID-MU,Maluku Utara,7,0,0,7,2369,81,1973,315
11/28/2020,ID-NB,Nusa Tenggara Barat,32,1,17,14,4647,240,3715,692
11/28/2020,ID-NT,Nusa Tenggara Timur,27,0,12,15,1137,18,701,418
11/28/2020,ID-PA,Papua,28,0,100,-72,10001,144,5130,4727
11/28/2020,ID-PB,Papua Barat,35,2,14,19,5253,84,4530,639
11/28/2020,ID-RI,Riau,170,8,256,-94,19766,444,17216,2106
11/28/2020,ID-SR,Sulawesi Barat,30,0,12,18,1456,21,1256,179
11/28/2020,ID-SN,Sulawesi Selatan,92,0,68,24,20432,488,18271,1673
11/28/2020,ID-ST,Sulawesi Tengah,30,1,11,18,1769,71,1062,636
11/28/2020,ID-SG,Sulawesi Tenggara,73,0,129,-56,6440,102,4854,1484
11/28/2020,ID-SA,Sulawesi Utara,47,0,21,26,6793,238,5269,1286
11/28/2020,ID-SB,Sumatera Barat,186,4,210,-28,19676,404,17413,1859
11/28/2020,ID-SS,Sumatera Selatan,38,3,46,-11,9387,500,7564,1323
11/28/2020,ID-SU,Sumatera Utara,93,5,91,-3,15420,609,12762,2049
11/29/2020,ID-AC,Aceh,27,4,25,-2,8282,335,6551,1396
11/29/2020,ID-BA,Bali,109,2,54,53,13790,426,12621,743
11/29/2020,ID-BT,Banten,151,5,145,1,12779,376,10927,1476
11/29/2020,ID-BE,Bengkulu,71,0,35,36,1821,77,1400,344
11/29/2020,ID-JK,DKI Jakarta,1431,19,820,592,135762,2641,123021,10100
11/29/2020,ID-YO,Daerah Istimewa Yogyakarta,139,1,51,87,5922,145,4332,1445
11/29/2020,ID-GO,Gorontalo,19,2,1,16,3110,91,2969,50
11/29/2020,IDN,Indonesia,6267,169,3810,2288,534266,16815,445793,71658
11/29/2020,ID-JA,Jambi,46,0,33,13,1913,38,1308,567
11/29/2020,ID-JB,Jawa Barat,354,13,877,-536,56241,996,45016,10229
11/29/2020,ID-JT,Jawa Tengah,1650,73,760,817,56867,2652,40680,13535
11/29/2020,ID-JI,Jawa Timur,393,32,267,94,61527,4924,56975,-372
11/29/2020,ID-KB,Kalimantan Barat,27,0,61,-34,2405,22,1984,399
11/29/2020,ID-KS,Kalimantan Selatan,40,3,14,23,13187,526,11745,916
11/29/2020,ID-KT,Kalimantan Tengah,157,1,47,109,5932,193,4676,1063
11/29/2020,ID-KI,Kalimantan Timur,203,1,98,104,19500,586,16458,2456
11/29/2020,ID-KU,Kalimantan Utara,31,0,12,19,1441,17,949,475
11/29/2020,ID-BB,Kepulauan Bangka Belitung,12,0,23,-11,995,13,842,140
11/29/2020,ID-KR,Kepulauan Riau,67,3,46,18,5444,136,4134,1174
11/29/2020,ID-LA,Lampung,56,3,29,24,3678,173,2004,1501
11/29/2020,ID-MA,Maluku,108,0,16,92,4577,61,3787,729
11/29/2020,ID-MU,Maluku Utara,2,0,0,2,2371,81,1973,317
11/29/2020,ID-NB,Nusa Tenggara Barat,24,1,8,15,4671,241,3723,707
11/29/2020,ID-NT,Nusa Tenggara Timur,52,0,1,51,1189,18,702,469
11/29/2020,ID-PA,Papua,8,0,100,-92,10009,144,5230,4635
11/29/2020,ID-PB,Papua Barat,4,2,1,1,5257,86,4531,640
11/29/2020,ID-RI,Riau,173,6,194,-27,19939,450,17410,2079
11/29/2020,ID-SR,Sulawesi Barat,7,0,7,0,1463,21,1263,179
11/29/2020,ID-SN,Sulawesi Selatan,113,1,59,53,20545,489,18330,1726
11/29/2020,ID-ST,Sulawesi Tengah,31,1,9,21,1800,72,1071,657
11/29/2020,ID-SG,Sulawesi Tenggara,62,3,2,57,6502,105,4856,1541
11/29/2020,ID-SA,Sulawesi Utara,18,3,23,-8,6811,241,5292,1278
11/29/2020,ID-SB,Sumatera Barat,273,3,192,78,19949,407,17605,1937
11/29/2020,ID-SS,Sumatera Selatan,41,2,47,-8,9428,502,7611,1315
11/29/2020,ID-SU,Sumatera Utara,88,3,78,7,15508,612,12840,2056
11/30/2020,ID-AC,Aceh,10,1,9,0,8292,336,6560,1396
11/30/2020,ID-BA,Bali,89,4,134,-49,13879,430,12755,694
11/30/2020,ID-BT,Banten,262,4,122,136,13041,380,11049,1612
11/30/2020,ID-BE,Bengkulu,2,0,32,-30,1823,77,1432,314
11/30/2020,ID-JK,DKI Jakarta,1099,25,910,164,136861,2666,123931,10264
11/30/2020,ID-YO,Daerah Istimewa Yogyakarta,41,0,66,-25,5963,145,4398,1420
11/30/2020,ID-GO,Gorontalo,0,0,3,-3,3110,91,2972,47
11/30/2020,IDN,Indonesia,4617,130,4725,-238,538883,16945,450518,71420
11/30/2020,ID-JA,Jambi,30,0,22,8,1943,38,1330,575
11/30/2020,ID-JB,Jawa Barat,525,13,844,-332,56766,1009,45860,9897
11/30/2020,ID-JT,Jawa Tengah,811,12,1287,-488,57678,2664,41967,13047
11/30/2020,ID-JI,Jawa Timur,389,94,675,-380,61916,5018,57650,-752
11/30/2020,ID-KB,Kalimantan Barat,0,0,0,0,2405,22,1984,399
11/30/2020,ID-KS,Kalimantan Selatan,12,1,32,-21,13199,527,11777,895
11/30/2020,ID-KT,Kalimantan Tengah,0,0,0,0,5932,193,4676,1063
11/30/2020,ID-KI,Kalimantan Timur,117,5,483,-371,19617,591,16941,2085
11/30/2020,ID-KU,Kalimantan Utara,24,1,32,-9,1465,18,981,466
11/30/2020,ID-BB,Kepulauan Bangka Belitung,8,0,12,-4,1003,13,854,136
11/30/2020,ID-KR,Kepulauan Riau,14,0,12,2,5458,136,4146,1176
11/30/2020,ID-LA,Lampung,145,1,37,107,3823,174,2041,1608
11/30/2020,ID-MA,Maluku,43,0,6,37,4620,61,3793,766
11/30/2020,ID-MU,Maluku Utara,2,0,0,2,2373,81,1973,319
11/30/2020,ID-NB,Nusa Tenggara Barat,8,2,4,2,4679,243,3727,709
11/30/2020,ID-NT,Nusa Tenggara Timur,20,0,20,0,1209,18,722,469
11/30/2020,ID-PA,Papua,5,1,100,-96,10014,145,5330,4539
11/30/2020,ID-PB,Papua Barat,19,1,14,4,5276,87,4545,644
11/30/2020,ID-RI,Riau,136,6,170,-40,20075,456,17580,2039
11/30/2020,ID-SR,Sulawesi Barat,7,0,18,-11,1470,21,1281,168
11/30/2020,ID-SN,Sulawesi Selatan,105,2,108,-5,20650,491,18438,1721
11/30/2020,ID-ST,Sulawesi Tengah,60,0,17,43,1860,72,1088,700
11/30/2020,ID-SG,Sulawesi Tenggara,1,1,138,-138,6503,106,4994,1403
11/30/2020,ID-SA,Sulawesi Utara,115,3,69,43,6926,244,5361,1321
11/30/2020,ID-SB,Sumatera Barat,92,7,216,-131,20041,414,17821,1806
11/30/2020,ID-SS,Sumatera Selatan,35,5,48,-18,9463,507,7659,1297
11/30/2020,ID-SU,Sumatera Utara,77,3,69,5,15585,615,12909,2061
12/1/2020,ID-AC,Aceh,9,2,14,-7,8301,338,6574,1389
12/1/2020,ID-BA,Bali,109,2,42,65,13988,432,12797,759
12/1/2020,ID-BT,Banten,154,2,120,32,13195,382,11169,1644
12/1/2020,ID-BE,Bengkulu,19,1,18,0,1842,78,1450,314
12/1/2020,ID-JK,DKI Jakarta,1058,23,1042,-7,137919,2689,124973,10257
12/1/2020,ID-YO,Daerah Istimewa Yogyakarta,110,1,68,41,6073,146,4466,1461
12/1/2020,ID-GO,Gorontalo,0,0,0,0,3110,91,2972,47
12/1/2020,IDN,Indonesia,5092,136,4361,595,543975,17081,454879,72015
12/1/2020,ID-JA,Jambi,50,0,47,3,1993,38,1377,578
12/1/2020,ID-JB,Jawa Barat,971,23,1025,-77,57737,1032,46885,9820
12/1/2020,ID-JT,Jawa Tengah,730,8,442,280,58408,2672,42409,13327
12/1/2020,ID-JI,Jawa Timur,419,30,403,-14,62335,5048,58053,-766
12/1/2020,ID-KB,Kalimantan Barat,33,0,55,-22,2438,22,2039,377
12/1/2020,ID-KS,Kalimantan Selatan,82,4,39,39,13281,531,11816,934
12/1/2020,ID-KT,Kalimantan Tengah,190,0,0,190,6122,193,4676,1253
12/1/2020,ID-KI,Kalimantan Timur,127,1,160,-34,19744,592,17101,2051
12/1/2020,ID-KU,Kalimantan Utara,58,0,14,44,1523,18,995,510
12/1/2020,ID-BB,Kepulauan Bangka Belitung,34,1,23,10,1037,14,877,146
12/1/2020,ID-KR,Kepulauan Riau,33,0,39,-6,5491,136,4185,1170
12/1/2020,ID-LA,Lampung,116,0,50,66,3939,174,2091,1674
12/1/2020,ID-MA,Maluku,0,0,5,-5,4620,61,3798,761
12/1/2020,ID-MU,Maluku Utara,3,0,10,-7,2376,81,1983,312
12/1/2020,ID-NB,Nusa Tenggara Barat,18,1,36,-19,4697,244,3763,690
12/1/2020,ID-NT,Nusa Tenggara Timur,33,2,2,29,1242,20,724,498
12/1/2020,ID-PA,Papua,80,3,0,77,10094,148,5330,4616
12/1/2020,ID-PB,Papua Barat,76,1,41,34,5352,88,4586,678
12/1/2020,ID-RI,Riau,163,2,283,-122,20238,458,17863,1917
12/1/2020,ID-SR,Sulawesi Barat,3,0,15,-12,1473,21,1296,156
12/1/2020,ID-SN,Sulawesi Selatan,147,4,77,66,20797,495,18515,1787
12/1/2020,ID-ST,Sulawesi Tengah,12,0,38,-26,1872,72,1126,674
12/1/2020,ID-SG,Sulawesi Tenggara,91,0,108,-17,6594,106,5102,1386
12/1/2020,ID-SA,Sulawesi Utara,36,0,52,-16,6962,244,5413,1305
12/1/2020,ID-SB,Sumatera Barat,57,1,118,-62,20098,415,17939,1744
12/1/2020,ID-SS,Sumatera Selatan,67,6,93,-32,9530,513,7752,1265
12/1/2020,ID-SU,Sumatera Utara,86,2,83,1,15671,617,12992,2062
12/2/2020,ID-AC,Aceh,10,0,28,-18,8311,338,6602,1371
12/2/2020,ID-BA,Bali,202,0,96,106,14190,432,12893,865
12/2/2020,ID-BT,Banten,121,4,109,8,13316,386,11278,1652
12/2/2020,ID-BE,Bengkulu,12,0,29,-17,1854,78,1479,297
12/2/2020,ID-JK,DKI Jakarta,1166,23,1063,80,139085,2712,126036,10337
12/2/2020,ID-YO,Daerah Istimewa Yogyakarta,122,1,30,91,6195,147,4496,1552
12/2/2020,ID-GO,Gorontalo,29,0,0,29,3139,91,2972,76
12/2/2020,IDN,Indonesia,5533,118,4001,1414,549508,17199,458880,73429
12/2/2020,ID-JA,Jambi,81,0,44,37,2074,38,1421,615
12/2/2020,ID-JB,Jawa Barat,748,9,400,339,58485,1041,47285,10159
12/2/2020,ID-JT,Jawa Tengah,937,21,283,633,59345,2693,42692,13960
12/2/2020,ID-JI,Jawa Timur,463,23,317,123,62798,5071,58370,-643
12/2/2020,ID-KB,Kalimantan Barat,23,0,56,-33,2461,22,2095,344
12/2/2020,ID-KS,Kalimantan Selatan,33,1,73,-41,13314,532,11889,893
12/2/2020,ID-KT,Kalimantan Tengah,82,0,0,82,6204,193,4676,1335
12/2/2020,ID-KI,Kalimantan Timur,304,1,142,161,20048,593,17243,2212
12/2/2020,ID-KU,Kalimantan Utara,69,0,21,48,1592,18,1016,558
12/2/2020,ID-BB,Kepulauan Bangka Belitung,14,0,6,8,1051,14,883,154
12/2/2020,ID-KR,Kepulauan Riau,32,1,0,31,5523,137,4185,1201
12/2/2020,ID-LA,Lampung,54,0,58,-4,3993,174,2149,1670
12/2/2020,ID-MA,Maluku,0,0,12,-12,4620,61,3810,749
12/2/2020,ID-MU,Maluku Utara,50,1,39,10,2426,82,2022,322
12/2/2020,ID-NB,Nusa Tenggara Barat,22,1,49,-28,4719,245,3812,662
12/2/2020,ID-NT,Nusa Tenggara Timur,29,2,2,25,1271,22,726,523
12/2/2020,ID-PA,Papua,30,0,20,10,10124,148,5350,4626
12/2/2020,ID-PB,Papua Barat,19,0,39,-20,5371,88,4625,658
12/2/2020,ID-RI,Riau,227,5,175,47,20465,463,18038,1964
12/2/2020,ID-SR,Sulawesi Barat,0,1,5,-6,1473,22,1301,150
12/2/2020,ID-SN,Sulawesi Selatan,117,2,72,43,20914,497,18587,1830
12/2/2020,ID-ST,Sulawesi Tengah,31,1,55,-25,1903,73,1181,649
12/2/2020,ID-SG,Sulawesi Tenggara,68,1,94,-27,6662,107,5196,1359
12/2/2020,ID-SA,Sulawesi Utara,104,0,44,60,7066,244,5457,1365
12/2/2020,ID-SB,Sumatera Barat,175,5,216,-46,20273,420,18155,1698
12/2/2020,ID-SS,Sumatera Selatan,51,3,26,22,9581,516,7778,1287
12/2/2020,ID-SU,Sumatera Utara,88,2,77,9,15759,619,13069,2071
12/3/2020,ID-AC,Aceh,44,0,6,38,8355,338,6608,1409
12/3/2020,ID-BA,Bali,230,6,103,121,14420,438,12996,986
12/3/2020,ID-BT,Banten,131,3,125,3,13447,389,11403,1655
12/3/2020,ID-BE,Bengkulu,59,2,1,56,1913,80,1480,353
12/3/2020,ID-JK,DKI Jakarta,1153,34,1073,46,140238,2746,127109,10383
12/3/2020,ID-YO,Daerah Istimewa Yogyakarta,189,1,77,111,6384,148,4573,1663
12/3/2020,ID-GO,Gorontalo,18,0,3,15,3157,91,2975,91
12/3/2020,IDN,Indonesia,8369,156,3673,4540,557877,17355,462553,77969
12/3/2020,ID-JA,Jambi,94,2,21,71,2168,40,1442,686
12/3/2020,ID-JB,Jawa Barat,1724,26,987,711,60209,1067,48272,10870
12/3/2020,ID-JT,Jawa Tengah,772,14,315,443,60117,2707,43007,14403
12/3/2020,ID-JI,Jawa Timur,531,36,372,123,63329,5107,58742,-520
12/3/2020,ID-KB,Kalimantan Barat,24,0,59,-35,2485,22,2154,309
12/3/2020,ID-KS,Kalimantan Selatan,54,2,10,42,13368,534,11899,935
12/3/2020,ID-KT,Kalimantan Tengah,157,0,0,157,6361,193,4676,1492
12/3/2020,ID-KI,Kalimantan Timur,313,3,185,125,20361,596,17428,2337
12/3/2020,ID-KU,Kalimantan Utara,30,0,6,24,1622,18,1022,582
12/3/2020,ID-BB,Kepulauan Bangka Belitung,30,1,9,20,1081,15,892,174
12/3/2020,ID-KR,Kepulauan Riau,77,0,222,-145,5600,137,4407,1056
12/3/2020,ID-LA,Lampung,54,2,50,2,4047,176,2199,1672
12/3/2020,ID-MA,Maluku,1,0,0,1,4621,61,3810,750
12/3/2020,ID-MU,Maluku Utara,25,1,0,24,2451,83,2022,346
12/3/2020,ID-NB,Nusa Tenggara Barat,12,1,50,-39,4731,246,3862,623
12/3/2020,ID-NT,Nusa Tenggara Timur,26,1,6,19,1297,23,732,542
12/3/2020,ID-PA,Papua,1748,1,102,1645,11872,149,5452,6271
12/3/2020,ID-PB,Papua Barat,6,0,42,-36,5377,88,4667,622
12/3/2020,ID-RI,Riau,179,5,160,14,20644,468,18198,1978
12/3/2020,ID-SR,Sulawesi Barat,2,0,14,-12,1475,22,1315,138
12/3/2020,ID-SN,Sulawesi Selatan,136,1,47,88,21050,498,18634,1918
12/3/2020,ID-ST,Sulawesi Tengah,72,4,24,44,1975,77,1205,693
12/3/2020,ID-SG,Sulawesi Tenggara,77,2,104,-29,6739,109,5300,1330
12/3/2020,ID-SA,Sulawesi Utara,88,2,27,59,7154,246,5484,1424
12/3/2020,ID-SB,Sumatera Barat,191,4,151,36,20464,424,18306,1734
12/3/2020,ID-SS,Sumatera Selatan,77,3,76,-2,9658,519,7854,1285
12/3/2020,ID-SU,Sumatera Utara,86,4,80,2,15845,623,13149,2073
12/4/2020,ID-AC,Aceh,14,6,3,5,8369,344,6611,1414
12/4/2020,ID-BA,Bali,122,3,88,31,14542,441,13084,1017
12/4/2020,ID-BT,Banten,131,5,91,35,13578,394,11494,1690
12/4/2020,ID-BE,Bengkulu,90,3,30,57,2003,83,1510,410
12/4/2020,ID-JK,DKI Jakarta,1032,23,928,81,141270,2769,128037,10464
12/4/2020,ID-YO,Daerah Istimewa Yogyakarta,181,0,76,105,6565,148,4649,1768
12/4/2020,ID-GO,Gorontalo,15,0,11,4,3172,91,2986,95
12/4/2020,IDN,Indonesia,5803,124,3625,2054,563680,17479,466178,80023
12/4/2020,ID-JA,Jambi,55,0,0,55,2223,40,1442,741
12/4/2020,ID-JB,Jawa Barat,1075,5,964,106,61284,1072,49236,10976
12/4/2020,ID-JT,Jawa Tengah,891,9,318,564,61008,2716,43325,14967
12/4/2020,ID-JI,Jawa Timur,586,17,364,205,63915,5124,59106,-315
12/4/2020,ID-KB,Kalimantan Barat,34,0,57,-23,2519,22,2211,286
12/4/2020,ID-KS,Kalimantan Selatan,71,2,84,-15,13439,536,11983,920
12/4/2020,ID-KT,Kalimantan Tengah,0,0,0,0,6361,193,4676,1492
12/4/2020,ID-KI,Kalimantan Timur,231,6,132,93,20592,602,17560,2430
12/4/2020,ID-KU,Kalimantan Utara,32,0,48,-16,1654,18,1070,566
12/4/2020,ID-BB,Kepulauan Bangka Belitung,81,0,9,72,1162,15,901,246
12/4/2020,ID-KR,Kepulauan Riau,56,0,0,56,5656,137,4407,1112
12/4/2020,ID-LA,Lampung,81,2,56,23,4128,178,2255,1695
12/4/2020,ID-MA,Maluku,5,0,8,-3,4626,61,3818,747
12/4/2020,ID-MU,Maluku Utara,10,0,0,10,2461,83,2022,356
12/4/2020,ID-NB,Nusa Tenggara Barat,33,2,103,-72,4764,248,3965,551
12/4/2020,ID-NT,Nusa Tenggara Timur,29,1,7,21,1326,24,739,563
12/4/2020,ID-PA,Papua,122,0,223,-101,11994,149,5675,6170
12/4/2020,ID-PB,Papua Barat,20,0,28,-8,5397,88,4695,614
12/4/2020,ID-RI,Riau,155,2,156,-3,20799,470,18354,1975
12/4/2020,ID-SR,Sulawesi Barat,21,0,8,13,1496,22,1323,151
12/4/2020,ID-SN,Sulawesi Selatan,180,2,71,107,21230,500,18705,2025
12/4/2020,ID-ST,Sulawesi Tengah,55,0,46,9,2030,77,1251,702
12/4/2020,ID-SG,Sulawesi Tenggara,64,3,66,-5,6803,112,5366,1325
12/4/2020,ID-SA,Sulawesi Utara,61,5,56,0,7215,251,5540,1424
12/4/2020,ID-SB,Sumatera Barat,209,5,211,-7,20673,429,18517,1727
12/4/2020,ID-SS,Sumatera Selatan,88,7,119,-38,9746,526,7973,1247
